idx,accelX_g,accelY_g,accelZ_g,magX_uT,magY_uT,magZ_uT,gyroX_dps,gyroY_dps,gyroZ_dps,gyroX_deg,gyroY_deg,gyroZ_deg,temp_C,humidity,pres_Pa,alt_m
186.0,0.092,0.934,0.01,-29.3,-78.4,11.8,-1.562,-3.25,0.312,89.401,-5.609,149.601,25.465,42.63,99707.98,140.8
187.0,0.091,0.932,0.012,-29.2,-78.0,11.4,-2.375,-3.562,-0.375,89.28,-5.562,150.088,25.471,42.61,99709.97,140.63
188.0,0.094,0.936,0.012,-28.6,-79.4,12.3,-2.25,-3.625,-0.188,89.283,-5.716,147.124,25.468,42.59,99711.98,140.45
189.0,0.09,0.936,0.007,-29.0,-78.8,11.4,-1.938,-3.562,-0.062,89.582,-5.48,150.714,25.467,42.6,99712.94,140.37
190.0,0.092,0.934,0.013,-28.8,-79.3,12.2,-1.75,-2.938,-0.25,89.222,-5.609,147.61,25.463,42.62,99710.9,140.55
191.0,0.093,0.934,0.008,-29.1,-78.7,10.3,-1.938,-3.562,-0.312,89.521,-5.669,152.659,25.458,42.61,99715.11,140.17
192.0,0.094,0.934,0.011,-28.8,-79.1,11.0,-1.688,-3.312,-0.375,89.341,-5.728,150.178,25.462,42.6,99710.35,140.59
193.0,0.093,0.936,0.013,-29.4,-78.6,11.6,-1.625,-3.562,-0.438,89.223,-5.657,149.53,25.458,42.56,99708.64,140.74
194.0,0.093,0.936,0.009,-29.2,-78.3,12.1,-1.25,-2.75,0.062,89.462,-5.657,148.989,25.462,42.62,99706.39,140.94
195.0,0.093,0.936,0.011,-29.0,-77.7,11.9,-2.312,-3.562,0.5,89.343,-5.657,148.913,25.469,42.57,99703.9,141.16
196.0,0.095,0.935,0.012,-29.0,-78.6,11.2,-0.812,-3.062,-0.062,89.282,-5.781,149.819,25.476,42.59,99707.52,140.85
197.0,0.091,0.935,0.007,-29.2,-79.7,12.0,-1.375,-3.188,-0.25,89.581,-5.545,149.513,25.484,42.6,99706.33,140.96
198.0,0.094,0.934,0.01,-28.9,-78.5,12.0,-1.938,-3.312,0.188,89.401,-5.728,148.517,25.488,42.59,99704.54,141.12
199.0,0.093,0.936,0.01,-28.5,-78.3,12.2,-1.812,-3.438,0.375,89.403,-5.657,147.784,25.491,42.59,99706.36,140.96
200.0,0.093,0.934,0.011,-29.3,-79.0,13.3,-1.688,-3.25,-0.562,89.341,-5.669,146.382,25.488,42.57,99704.54,141.12
201.0,0.094,0.934,0.009,-29.8,-78.1,12.8,-1.5,-3.062,0.062,89.461,-5.728,148.248,25.486,42.64,99708.45,140.77
202.0,0.094,0.934,0.011,-29.4,-79.1,11.4,-1.688,-2.625,0.125,89.341,-5.728,150.062,25.486,42.6,99703.86,141.18
203.0,0.094,0.935,0.011,-29.3,-80.4,12.6,-1.188,-3.125,0.188,89.342,-5.722,147.411,25.483,42.6,99704.7,141.1
204.0,0.091,0.934,0.008,-29.4,-78.3,13.1,-1.562,-3.188,0.062,89.521,-5.55,147.632,25.485,42.61,99706.07,140.98
205.0,0.091,0.935,0.01,-30.3,-78.2,12.3,-2.125,-3.438,-0.188,89.402,-5.544,149.889,25.478,42.57,99707.93,140.81
206.0,0.089,0.933,0.009,-29.5,-79.3,12.9,-1.812,-3.125,0.188,89.461,-5.437,148.032,25.484,42.61,99704.89,141.08
207.0,0.095,0.933,0.01,-29.5,-78.7,12.2,-1.312,-3.188,-0.188,89.401,-5.793,148.7,25.482,42.59,99703.14,141.24
208.0,0.096,0.934,0.009,-29.1,-79.1,11.4,-1.625,-3.562,-0.5,89.461,-5.847,149.845,25.486,42.61,99708.09,140.8
209.0,0.09,0.935,0.013,-29.2,-78.4,12.2,-2.125,-3.438,0.562,89.223,-5.485,148.437,25.486,42.57,99703.86,141.18
210.0,0.091,0.933,0.013,-29.6,-78.6,13.7,-1.625,-3.25,-0.062,89.221,-5.556,145.971,25.483,42.62,99707.58,140.85
211.0,0.096,0.935,0.009,-29.1,-78.9,11.7,-2.0,-3.5,-0.562,89.462,-5.841,149.275,25.494,42.53,99712.98,140.38
212.0,0.093,0.934,0.011,-29.5,-79.1,12.6,-1.812,-3.188,-0.438,89.341,-5.669,147.928,25.496,42.59,99707.9,140.83
213.0,0.094,0.936,0.011,-28.4,-78.1,12.0,-1.875,-3.438,-0.062,89.343,-5.716,147.822,25.5,42.58,99708.98,140.73
214.0,0.091,0.933,0.009,-29.1,-77.4,11.9,-2.5,-3.062,0.25,89.461,-5.556,149.549,25.503,42.56,99706.12,140.98
215.0,0.093,0.933,0.009,-29.6,-77.6,12.4,-2.188,-3.0,0.0,89.461,-5.675,148.932,25.503,42.55,99709.13,140.72
216.0,0.092,0.935,0.01,-28.8,-78.8,11.2,-1.688,-2.938,0.125,89.402,-5.604,150.186,25.507,42.57,99707.21,140.89
217.0,0.088,0.935,0.01,-28.8,-80.2,11.7,-1.875,-3.062,0.25,89.402,-5.367,149.384,25.508,42.58,99709.82,140.66
218.0,0.092,0.935,0.009,-29.2,-78.3,11.9,-2.188,-3.125,0.188,89.462,-5.604,149.472,25.501,42.58,99710.16,140.63
219.0,0.089,0.935,0.011,-28.9,-79.9,12.0,-1.688,-3.0,0.0,89.342,-5.426,148.682,25.505,42.64,99711.12,140.55
220.0,0.092,0.934,0.01,-29.0,-78.7,13.0,-1.0,-3.0,-0.125,89.401,-5.609,146.875,25.502,42.64,99706.39,140.96
221.0,0.092,0.934,0.012,-29.7,-78.5,12.4,-2.125,-3.25,0.0,89.282,-5.609,148.571,25.503,42.61,99706.61,140.94
222.0,0.092,0.935,0.008,-28.9,-78.4,11.4,-1.75,-3.312,0.188,89.522,-5.604,150.279,25.501,42.66,99705.21,141.06
223.0,0.093,0.936,0.01,-29.1,-78.8,12.0,-1.875,-3.375,0.125,89.403,-5.657,148.84,25.5,42.66,99709.7,140.67
224.0,0.091,0.935,0.008,-29.1,-78.5,10.5,-1.688,-3.062,0.188,89.522,-5.545,152.455,25.502,42.68,99705.67,141.02
225.0,0.092,0.935,0.01,-29.7,-77.5,12.1,-1.938,-2.938,0.312,89.402,-5.604,149.602,25.503,42.66,99707.69,140.85
226.0,0.094,0.933,0.009,-29.0,-78.8,13.6,-2.25,-3.188,-0.625,89.461,-5.734,145.664,25.504,42.62,99709.22,140.71
227.0,0.088,0.936,0.016,-28.6,-79.0,11.0,-2.125,-3.25,0.625,89.044,-5.361,149.742,25.504,42.67,99707.06,140.9
228.0,0.095,0.934,0.01,-29.2,-78.1,12.2,-1.25,-3.125,0.125,89.401,-5.787,148.44,25.51,42.64,99701.24,141.42
229.0,0.092,0.936,0.011,-28.5,-79.0,12.7,-1.562,-3.375,0.188,89.343,-5.598,146.65,25.514,42.67,99706.51,140.96
230.0,0.094,0.934,0.008,-29.3,-78.5,12.4,-2.312,-3.938,-0.188,89.521,-5.728,148.529,25.517,42.65,99706.66,140.94
231.0,0.089,0.934,0.011,-30.0,-78.8,11.7,-2.0,-3.0,-0.062,89.341,-5.431,150.654,25.521,42.64,99706.57,140.95
232.0,0.093,0.933,0.013,-29.7,-77.3,11.9,-1.5,-3.312,0.062,89.221,-5.674,149.435,25.52,42.66,99707.16,140.9
233.0,0.093,0.936,0.013,-28.8,-78.2,11.5,-2.188,-3.25,-0.188,89.223,-5.657,149.08,25.518,42.67,99704.72,141.11
234.0,0.091,0.935,0.007,-28.5,-77.9,12.5,-1.938,-3.375,-0.25,89.581,-5.545,147.919,25.516,42.63,99705.39,141.05
235.0,0.094,0.935,0.011,-29.6,-78.9,13.8,-2.062,-2.75,-0.25,89.342,-5.722,145.756,25.519,42.64,99704.82,141.11
236.0,0.09,0.936,0.01,-29.2,-79.1,11.1,-1.625,-3.312,0.438,89.403,-5.48,151.015,25.517,42.64,99705.58,141.04
237.0,0.093,0.935,0.009,-29.7,-78.8,13.7,-1.875,-2.938,-0.188,89.462,-5.663,146.471,25.514,42.58,99704.72,141.11
238.0,0.093,0.935,0.009,-28.5,-78.8,12.9,-1.25,-3.25,-0.25,89.462,-5.663,146.487,25.518,42.58,99703.52,141.22
239.0,0.092,0.936,0.012,-28.7,-77.8,12.9,-1.75,-3.188,-0.562,89.283,-5.598,146.54,25.518,42.62,99702.56,141.3
240.0,0.091,0.936,0.013,-29.2,-78.8,11.9,-1.688,-3.188,0.438,89.223,-5.538,148.875,25.52,42.6,99703.57,141.22
241.0,0.094,0.934,0.01,-28.7,-79.6,11.5,-1.75,-3.375,0.188,89.401,-5.728,149.125,25.524,42.63,99706.36,140.97
242.0,0.096,0.935,0.01,-28.8,-79.5,11.1,-1.812,-3.062,0.312,89.402,-5.841,149.893,25.527,42.65,99706.86,140.93
243.0,0.091,0.937,0.009,-29.0,-77.8,12.1,-2.312,-3.5,-0.062,89.463,-5.533,149.028,25.535,42.62,99707.44,140.88
244.0,0.094,0.935,0.007,-29.9,-78.7,11.1,-1.75,-3.688,0.5,89.581,-5.722,151.952,25.53,42.61,99703.05,141.27
245.0,0.092,0.934,0.008,-29.1,-79.3,12.7,-2.375,-3.438,-0.125,89.521,-5.61,147.801,25.532,42.66,99704.41,141.15
246.0,0.093,0.935,0.009,-29.1,-78.2,10.8,-1.375,-3.0,-0.188,89.462,-5.663,151.51,25.532,42.67,99706.21,140.99
247.0,0.092,0.935,0.011,-29.3,-78.9,11.5,-2.25,-3.5,0.125,89.342,-5.604,149.98,25.53,42.7,99705.93,141.01
248.0,0.092,0.936,0.013,-29.8,-78.7,12.1,-2.25,-3.125,0.25,89.223,-5.598,149.1,25.532,42.68,99705.49,141.05
249.0,0.093,0.935,0.014,-29.1,-77.1,12.7,-2.125,-3.188,-0.188,89.163,-5.663,147.099,25.525,42.7,99704.39,141.15
250.0,0.094,0.934,0.014,-28.6,-78.2,12.2,-1.625,-2.938,0.312,89.162,-5.728,147.159,25.532,42.66,99704.68,141.12
251.0,0.093,0.934,0.01,-30.2,-78.8,12.0,-1.688,-3.25,-0.438,89.401,-5.669,150.08,25.527,42.68,99708.17,140.82
252.0,0.092,0.935,0.012,-29.1,-79.3,11.5,-1.5,-3.125,-0.188,89.282,-5.604,149.529,25.533,42.72,99710.65,140.6
253.0,0.093,0.935,0.011,-29.1,-78.1,12.5,-1.438,-3.062,0.125,89.342,-5.663,147.793,25.535,42.68,99707.7,140.86
254.0,0.091,0.935,0.01,-29.0,-78.6,12.4,-1.688,-3.312,-0.312,89.402,-5.544,148.154,25.532,42.67,99705.13,141.09
255.0,0.091,0.933,0.007,-29.4,-78.0,11.7,-1.75,-2.812,-0.438,89.58,-5.556,150.534,25.538,42.64,99707.13,140.91
256.0,0.091,0.935,0.011,-29.1,-79.6,12.7,-1.75,-3.188,0.25,89.342,-5.544,147.402,25.533,42.65,99708.59,140.78
257.0,0.093,0.934,0.011,-27.8,-78.0,10.7,-1.938,-3.688,-0.188,89.341,-5.669,149.861,25.537,42.65,99705.14,141.09
258.0,0.094,0.934,0.01,-29.6,-78.4,13.2,-1.438,-3.25,-0.5,89.401,-5.728,147.067,25.536,42.63,99705.4,141.06
259.0,0.094,0.934,0.01,-29.6,-79.6,11.7,-1.875,-3.5,-0.062,89.401,-5.728,149.788,25.535,42.64,99704.1,141.18
260.0,0.092,0.933,0.012,-28.7,-78.2,11.9,-1.688,-3.5,-0.188,89.281,-5.615,148.386,25.539,42.65,99705.91,141.02
261.0,0.093,0.935,0.012,-29.3,-78.7,12.2,-1.438,-3.188,0.062,89.282,-5.663,148.371,25.542,42.63,99709.65,140.69
262.0,0.092,0.935,0.012,-28.7,-77.6,12.7,-1.938,-3.688,0.062,89.282,-5.604,146.938,25.542,42.58,99710.73,140.6
263.0,0.093,0.934,0.008,-28.9,-79.5,13.0,-1.375,-3.25,-0.25,89.521,-5.669,146.845,25.542,42.6,99707.4,140.89
264.0,0.095,0.934,0.012,-29.5,-77.5,10.2,-1.5,-2.938,0.25,89.282,-5.787,152.597,25.542,42.59,99705.69,141.04
265.0,0.096,0.936,0.011,-29.1,-78.8,12.4,-2.188,-3.125,0.375,89.343,-5.834,147.59,25.542,42.56,99707.49,140.88
266.0,0.094,0.935,0.01,-29.1,-78.4,12.8,-0.812,-3.062,0.0,89.402,-5.722,147.227,25.541,42.55,99706.91,140.93
267.0,0.095,0.935,0.009,-28.7,-79.3,13.0,-1.875,-3.375,-0.062,89.462,-5.781,146.261,25.543,42.55,99706.96,140.93
268.0,0.093,0.936,0.011,-29.8,-78.1,12.3,-1.938,-3.375,-0.375,89.343,-5.657,149.012,25.543,42.51,99705.88,141.02
269.0,0.096,0.934,0.011,-28.7,-78.9,11.7,-1.438,-2.75,-0.375,89.341,-5.847,148.446,25.545,42.5,99706.46,140.97
270.0,0.095,0.934,0.012,-28.6,-78.4,12.1,-2.312,-3.062,0.125,89.282,-5.787,147.538,25.551,42.49,99706.4,140.98
271.0,0.093,0.935,0.01,-30.3,-79.7,12.8,-1.875,-3.375,-0.312,89.402,-5.663,148.566,25.545,42.49,99705.39,141.07
272.0,0.093,0.936,0.007,-29.3,-78.9,11.8,-1.438,-2.938,0.75,89.582,-5.657,149.946,25.55,42.47,99707.25,140.91
273.0,0.094,0.935,0.009,-29.9,-78.9,12.5,-1.938,-3.5,-0.312,89.462,-5.722,148.839,25.547,42.53,99707.47,140.89
274.0,0.092,0.934,0.01,-29.4,-78.8,11.8,-1.188,-3.75,0.125,89.401,-5.609,149.663,25.552,42.46,99705.05,141.1
275.0,0.093,0.935,0.01,-28.8,-79.2,13.9,-1.438,-2.75,0.0,89.402,-5.663,144.779,25.551,42.54,99707.83,140.86
276.0,0.093,0.934,0.01,-28.9,-80.2,12.7,-1.812,-3.562,-0.312,89.401,-5.669,147.006,25.55,42.52,99705.55,141.06
277.0,0.091,0.934,0.01,-28.7,-78.2,13.1,-1.75,-2.875,-0.062,89.401,-5.55,146.488,25.554,42.5,99703.93,141.2
278.0,0.094,0.935,0.008,-28.5,-78.8,11.8,-2.25,-3.062,-0.062,89.522,-5.722,148.727,25.551,42.5,99706.4,140.98
279.0,0.092,0.934,0.01,-30.2,-78.6,12.0,-1.062,-3.438,-0.625,89.401,-5.609,150.199,25.551,42.52,99706.4,140.98
280.0,0.092,0.933,0.01,-29.2,-79.1,11.8,-1.688,-3.312,-0.375,89.401,-5.615,149.379,25.56,42.48,99710.07,140.66
281.0,0.094,0.935,0.007,-29.4,-78.2,12.3,-1.75,-3.75,-0.125,89.581,-5.722,149.053,25.558,42.45,99708.58,140.79
282.0,0.092,0.937,0.013,-29.6,-79.3,12.4,-1.312,-2.75,0.125,89.224,-5.592,148.224,25.555,42.47,99709.97,140.67
283.0,0.093,0.936,0.012,-29.4,-78.8,14.0,-2.062,-3.312,0.062,89.283,-5.657,145.134,25.561,42.44,99707.64,140.88
284.0,0.092,0.932,0.008,-28.5,-78.3,13.5,-1.688,-3.312,0.438,89.52,-5.621,145.64,25.555,42.41,99708.43,140.81
285.0,0.095,0.935,0.007,-28.9,-79.0,11.3,-1.625,-3.188,-0.25,89.581,-5.781,150.277,25.559,42.38,99708.41,140.81
286.0,0.092,0.935,0.007,-30.1,-78.9,13.1,-1.688,-3.438,0.125,89.581,-5.604,148.435,25.562,42.39,99704.5,141.15
287.0,0.093,0.935,0.012,-29.9,-79.2,13.6,-1.75,-3.438,-0.125,89.282,-5.663,146.395,25.559,42.45,99706.61,140.97
288.0,0.093,0.935,0.012,-29.7,-79.1,12.9,-1.125,-3.25,-0.5,89.282,-5.663,147.457,25.562,42.44,99704.27,141.18
289.0,0.094,0.936,0.009,-29.2,-78.4,11.3,-1.875,-3.688,-0.062,89.462,-5.716,150.482,25.562,42.39,99705.35,141.08
290.0,0.092,0.936,0.009,-28.3,-79.2,11.2,-1.938,-3.312,-0.312,89.462,-5.598,149.715,25.565,42.42,99706.57,140.97
291.0,0.091,0.935,0.011,-29.3,-79.5,11.8,-2.0,-3.375,0.5,89.342,-5.544,149.401,25.559,42.36,99705.89,141.03
292.0,0.091,0.935,0.01,-29.5,-78.8,11.5,-1.25,-3.0,-0.125,89.402,-5.544,150.479,25.568,42.39,99705.51,141.07
293.0,0.092,0.932,0.009,-29.3,-79.3,12.4,-1.625,-3.25,-0.312,89.46,-5.621,148.44,25.571,42.43,99708.17,140.84
294.0,0.095,0.937,0.012,-30.3,-79.5,11.6,-2.0,-3.062,-0.25,89.284,-5.769,150.403,25.58,42.42,99706.84,140.96
295.0,0.092,0.936,0.01,-28.4,-79.3,12.8,-2.562,-3.312,0.375,89.403,-5.598,146.443,25.577,42.44,99705.26,141.1
296.0,0.094,0.936,0.009,-29.6,-79.3,12.1,-1.75,-3.25,0.062,89.462,-5.716,149.224,25.586,42.43,99706.19,141.02
297.0,0.093,0.935,0.012,-29.9,-78.7,12.5,-1.625,-3.188,-0.062,89.282,-5.663,148.499,25.575,42.43,99703.5,141.25
298.0,0.093,0.935,0.01,-29.0,-78.2,12.1,-1.125,-2.875,0.312,89.402,-5.663,148.595,25.575,42.38,99705.57,141.07
299.0,0.097,0.936,0.01,-30.1,-79.2,10.2,-1.625,-3.438,0.062,89.403,-5.894,153.193,25.577,42.41,99703.82,141.22
300.0,0.092,0.935,0.013,-29.5,-79.7,12.5,-2.062,-3.438,0.188,89.223,-5.603,147.835,25.579,42.4,99704.37,141.17
301.0,0.091,0.935,0.007,-28.8,-78.4,12.5,-2.562,-3.25,-0.25,89.581,-5.545,148.219,25.576,42.4,99704.32,141.18
302.0,0.092,0.932,0.014,-28.9,-78.1,12.2,-0.875,-3.125,0.188,89.16,-5.621,147.728,25.574,42.38,99702.11,141.37
303.0,0.094,0.935,0.009,-29.0,-78.6,12.4,-1.562,-3.812,-0.5,89.462,-5.722,148.007,25.576,42.37,99702.16,141.37
304.0,0.092,0.935,0.011,-29.3,-79.0,14.3,-2.188,-2.75,0.188,89.342,-5.604,144.683,25.581,42.42,99701.9,141.39
305.0,0.092,0.935,0.013,-30.2,-77.9,13.6,-2.25,-3.188,0.062,89.223,-5.603,146.884,25.581,42.4,99702.62,141.33
306.0,0.097,0.935,0.009,-30.3,-77.7,14.4,-1.875,-3.438,0.5,89.462,-5.9,145.686,25.586,42.42,99701.16,141.46
307.0,0.094,0.933,0.009,-29.7,-80.4,12.0,-1.438,-3.438,0.0,89.461,-5.734,149.354,25.584,42.4,99702.41,141.35
308.0,0.092,0.935,0.011,-28.1,-79.2,13.2,-1.75,-3.188,-0.438,89.342,-5.604,145.131,25.587,42.43,99701.38,141.44
